pair_id,incident_id,attack_type,attack_category,outcome_summary,observed_behaviour,atom_full_id,standard,control_id,control_name,atom_key,atom_claim,label_hint,label,evidence_note
INC-021-A__HIPAA.164.312.b.b,INC-021-A,Recon-OS_Scan,Recon,"OS fingerprint disclosed (VxWorks 6.9) via DMZ misconfiguration, but associated CVEs were patched. No exploitation, no ePHI exposure. DMZ firewall rule corrected. OS fingerprint obfuscation enabled. C…","At 08:04 UTC, 16,832 observed flows from 192.0.2.88 (a Tor exit node) targeted the hospital's DMZ at a mean rate of 148.1 pkt/s (peak 90,366.6 pkt/s) over 31 minutes. The OS fingerprint scan probed all three anaesthesia workstations and returned 'VxWorks 6.9' — the RTOS embedded in the Mindray A9 platform — from TCP window scale, TTL=64, and selective-acknowledgement options. The OS fingerprint was visible because SFTP port 22 was inadvertently accessible at the DMZ firewall (a configuration tic…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-021-A__HIPAA.164.312.e.1.a,INC-021-A,Recon-OS_Scan,Recon,"OS fingerprint disclosed (VxWorks 6.9) via DMZ misconfiguration, but associated CVEs were patched. No exploitation, no ePHI exposure. DMZ firewall rule corrected. OS fingerprint obfuscation enabled. C…","At 08:04 UTC, 16,832 observed flows from 192.0.2.88 (a Tor exit node) targeted the hospital's DMZ at a mean rate of 148.1 pkt/s (peak 90,366.6 pkt/s) over 31 minutes. The OS fingerprint scan probed all three anaesthesia workstations and returned 'VxWorks 6.9' — the RTOS embedded in the Mindray A9 platform — from TCP window scale, TTL=64, and selective-acknowledgement options. The OS fingerprint was visible because SFTP port 22 was inadvertently accessible at the DMZ firewall (a configuration tic…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-021-A__ISO.9.4.2.a,INC-021-A,Recon-OS_Scan,Recon,"OS fingerprint disclosed (VxWorks 6.9) via DMZ misconfiguration, but associated CVEs were patched. No exploitation, no ePHI exposure. DMZ firewall rule corrected. OS fingerprint obfuscation enabled. C…","At 08:04 UTC, 16,832 observed flows from 192.0.2.88 (a Tor exit node) targeted the hospital's DMZ at a mean rate of 148.1 pkt/s (peak 90,366.6 pkt/s) over 31 minutes. The OS fingerprint scan probed all three anaesthesia workstations and returned 'VxWorks 6.9' — the RTOS embedded in the Mindray A9 platform — from TCP window scale, TTL=64, and selective-acknowledgement options. The OS fingerprint was visible because SFTP port 22 was inadvertently accessible at the DMZ firewall (a configuration tic…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-021-A__ISO.12.4.1.a,INC-021-A,Recon-OS_Scan,Recon,"OS fingerprint disclosed (VxWorks 6.9) via DMZ misconfiguration, but associated CVEs were patched. No exploitation, no ePHI exposure. DMZ firewall rule corrected. OS fingerprint obfuscation enabled. C…","At 08:04 UTC, 16,832 observed flows from 192.0.2.88 (a Tor exit node) targeted the hospital's DMZ at a mean rate of 148.1 pkt/s (peak 90,366.6 pkt/s) over 31 minutes. The OS fingerprint scan probed all three anaesthesia workstations and returned 'VxWorks 6.9' — the RTOS embedded in the Mindray A9 platform — from TCP window scale, TTL=64, and selective-acknowledgement options. The OS fingerprint was visible because SFTP port 22 was inadvertently accessible at the DMZ firewall (a configuration tic…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-021-A__ISO.12.6.1.a,INC-021-A,Recon-OS_Scan,Recon,"OS fingerprint disclosed (VxWorks 6.9) via DMZ misconfiguration, but associated CVEs were patched. No exploitation, no ePHI exposure. DMZ firewall rule corrected. OS fingerprint obfuscation enabled. C…","At 08:04 UTC, 16,832 observed flows from 192.0.2.88 (a Tor exit node) targeted the hospital's DMZ at a mean rate of 148.1 pkt/s (peak 90,366.6 pkt/s) over 31 minutes. The OS fingerprint scan probed all three anaesthesia workstations and returned 'VxWorks 6.9' — the RTOS embedded in the Mindray A9 platform — from TCP window scale, TTL=64, and selective-acknowledgement options. The OS fingerprint was visible because SFTP port 22 was inadvertently accessible at the DMZ firewall (a configuration tic…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-022-A__HIPAA.164.312.a.1.a,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-022-A__HIPAA.164.312.a.1.c,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",HIPAA.164.312.a.1.c,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,c,The covered entity shall allow access only to persons who have been granted access rights.,Y,,
INC-022-A__HIPAA.164.312.a.1.d,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",HIPAA.164.312.a.1.d,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,d,The covered entity shall allow access only to software programs that have been granted access rights.,Y,,
INC-022-A__HIPAA.164.312.b.a,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-022-A__HIPAA.164.312.e.1.a,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-022-A__HIPAA.164.312.e.1.d,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",HIPAA.164.312.e.1.d,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,d,The covered entity shall implement a mechanism to encrypt ePHI whenever deemed appropriate.,Y,,
INC-022-A__ISO.9.4.2.a,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-022-A__ISO.9.4.2.b,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",ISO.9.4.2.b,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,b,The organization shall control access to applications by a secure log-on procedure where required.,Y,,
INC-022-A__ISO.12.6.1.a,INC-022-A,Recon-Vulnerability_Scan,Recon,"89 patient ePHI records (MRN, ventilator settings, attending physician) exfiltrated via directory traversal and MySQL credential exposure. Vulnerability scan was the reconnaissance step enabling the e…","At 02:11 UTC, 2,173 observed flows from 198.51.100.77 targeted the ventilator management portal at a mean rate of 97.5 pkt/s (peak 11,401.6 pkt/s) over 22 minutes. Nmap + Nuclei templates identified: (1) Tomcat 8.5.73 with CVE-2021-33037 (partial request smuggling, CVSS 5.3), (2) outdated jQuery 1.12.4 with CVE-2019-11358 (prototype pollution), and (3) a directory traversal in the web app's report download handler (/reports/download?file=../../etc/passwd) that returned 200 OK with the /etc/passw…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-023-A__HIPAA.164.312.b.a,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-023-A__HIPAA.164.312.c.1.a,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",HIPAA.164.312.c.1.a,HIPAA,HIPAA.164.312.c.1,Integrity — Standard,a,The covered entity shall implement policies to protect ePHI from improper alteration.,Y,,
INC-023-A__HIPAA.164.312.c.1.b,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",HIPAA.164.312.c.1.b,HIPAA,HIPAA.164.312.c.1,Integrity — Standard,b,The covered entity shall implement procedures to protect ePHI from improper alteration.,Y,,
INC-023-A__HIPAA.164.312.c.1.e,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",HIPAA.164.312.c.1.e,HIPAA,HIPAA.164.312.c.1,Integrity — Standard,e,The covered entity shall implement electronic mechanisms to corroborate that ePHI has not been altered in an unauthorized manner.,Y,,
INC-023-A__HIPAA.164.312.e.1.b,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",HIPAA.164.312.e.1.b,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,b,The covered entity shall implement security measures to ensure that electronically transmitted ePHI is not improperly modified without detection.,Y,,
INC-023-A__ISO.10.1.1.a,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",ISO.10.1.1.a,ISO 27002,ISO.10.1.1,Policy on the Use of Cryptographic Controls,a,The organization shall develop a policy on the use of cryptographic controls for protection of information.,Y,,
INC-023-A__ISO.12.6.1.a,INC-023-A,MQTT-Malformed_Data,MQTT,No ePHI disclosed externally. Partial integrity failure: 6 spurious impossible FHR values written to the fetal monitoring EHR module. Detected and quarantined before clinical use. Root cause: MQTT rem…,"At 20:17 UTC, the CTG MQTT broker received 5,130 malformed MQTT PUBLISH packets — matching the CICIoMT2024 MQTT-Malformed_Data flow count — from 10.6.9.200 (a biomedical workstation with a faulty firmware update utility that generated malformed MQTT frames as a side-effect). Each PUBLISH packet carried a REMAINING LENGTH field encoded as a 4-byte value with the continuation bit incorrectly set on the final byte (0x80 flag set), causing the broker's length decoder to read an additional 128 bytes …",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-024-A__HIPAA.164.312.b.a,INC-024-A,Spoofing-ARP_Spoofing,Spoofing,Attack fully contained. DAI dropped all rogue ARP frames within 3 seconds of onset. ECG telemetry uninterrupted. No ePHI exposed. VLAN misconfiguration corrected. DAI confirmed as effective control fo…,"At 14:38 UTC, 16,047 observed ARP flows from 10.20.1.77 (a guest-network device that had laterally moved through a misconfigured VLAN trunk) began poisoning the ARP cache of the telemetry VLAN gateway at a peak rate of 153,124 pkt/s. Within 3 seconds the gateway's ARP entry for the PIIC iX access point (10.20.1.10) was overwritten with 10.20.1.77's MAC. The access point sent a DHCP probe (RFC 3927 conflict detection) that conflicted with the rogue ARP entry; the conflict detection triggered the …",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-024-A__HIPAA.164.312.b.b,INC-024-A,Spoofing-ARP_Spoofing,Spoofing,Attack fully contained. DAI dropped all rogue ARP frames within 3 seconds of onset. ECG telemetry uninterrupted. No ePHI exposed. VLAN misconfiguration corrected. DAI confirmed as effective control fo…,"At 14:38 UTC, 16,047 observed ARP flows from 10.20.1.77 (a guest-network device that had laterally moved through a misconfigured VLAN trunk) began poisoning the ARP cache of the telemetry VLAN gateway at a peak rate of 153,124 pkt/s. Within 3 seconds the gateway's ARP entry for the PIIC iX access point (10.20.1.10) was overwritten with 10.20.1.77's MAC. The access point sent a DHCP probe (RFC 3927 conflict detection) that conflicted with the rogue ARP entry; the conflict detection triggered the …",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-024-A__HIPAA.164.312.e.1.a,INC-024-A,Spoofing-ARP_Spoofing,Spoofing,Attack fully contained. DAI dropped all rogue ARP frames within 3 seconds of onset. ECG telemetry uninterrupted. No ePHI exposed. VLAN misconfiguration corrected. DAI confirmed as effective control fo…,"At 14:38 UTC, 16,047 observed ARP flows from 10.20.1.77 (a guest-network device that had laterally moved through a misconfigured VLAN trunk) began poisoning the ARP cache of the telemetry VLAN gateway at a peak rate of 153,124 pkt/s. Within 3 seconds the gateway's ARP entry for the PIIC iX access point (10.20.1.10) was overwritten with 10.20.1.77's MAC. The access point sent a DHCP probe (RFC 3927 conflict detection) that conflicted with the rogue ARP entry; the conflict detection triggered the …",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-024-A__HIPAA.164.312.e.1.b,INC-024-A,Spoofing-ARP_Spoofing,Spoofing,Attack fully contained. DAI dropped all rogue ARP frames within 3 seconds of onset. ECG telemetry uninterrupted. No ePHI exposed. VLAN misconfiguration corrected. DAI confirmed as effective control fo…,"At 14:38 UTC, 16,047 observed ARP flows from 10.20.1.77 (a guest-network device that had laterally moved through a misconfigured VLAN trunk) began poisoning the ARP cache of the telemetry VLAN gateway at a peak rate of 153,124 pkt/s. Within 3 seconds the gateway's ARP entry for the PIIC iX access point (10.20.1.10) was overwritten with 10.20.1.77's MAC. The access point sent a DHCP probe (RFC 3927 conflict detection) that conflicted with the rogue ARP entry; the conflict detection triggered the …",HIPAA.164.312.e.1.b,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,b,The covered entity shall implement security measures to ensure that electronically transmitted ePHI is not improperly modified without detection.,Y,,
INC-024-A__ISO.9.4.2.a,INC-024-A,Spoofing-ARP_Spoofing,Spoofing,Attack fully contained. DAI dropped all rogue ARP frames within 3 seconds of onset. ECG telemetry uninterrupted. No ePHI exposed. VLAN misconfiguration corrected. DAI confirmed as effective control fo…,"At 14:38 UTC, 16,047 observed ARP flows from 10.20.1.77 (a guest-network device that had laterally moved through a misconfigured VLAN trunk) began poisoning the ARP cache of the telemetry VLAN gateway at a peak rate of 153,124 pkt/s. Within 3 seconds the gateway's ARP entry for the PIIC iX access point (10.20.1.10) was overwritten with 10.20.1.77's MAC. The access point sent a DHCP probe (RFC 3927 conflict detection) that conflicted with the rogue ARP entry; the conflict detection triggered the …",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-024-A__ISO.12.4.1.a,INC-024-A,Spoofing-ARP_Spoofing,Spoofing,Attack fully contained. DAI dropped all rogue ARP frames within 3 seconds of onset. ECG telemetry uninterrupted. No ePHI exposed. VLAN misconfiguration corrected. DAI confirmed as effective control fo…,"At 14:38 UTC, 16,047 observed ARP flows from 10.20.1.77 (a guest-network device that had laterally moved through a misconfigured VLAN trunk) began poisoning the ARP cache of the telemetry VLAN gateway at a peak rate of 153,124 pkt/s. Within 3 seconds the gateway's ARP entry for the PIIC iX access point (10.20.1.10) was overwritten with 10.20.1.77's MAC. The access point sent a DHCP probe (RFC 3927 conflict detection) that conflicted with the rogue ARP entry; the conflict detection triggered the …",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-025-A__HIPAA.164.312.a.1.j,INC-025-A,Spoofing-BLE,Spoofing,"Partial breach: patient P-0067's weekly medication schedule (drug names, doses, times) read via GATT by a rogue BLE device exploiting 'Just Works' pairing downgrade. ePHI exposure confirmed. Companion…","At 11:03 UTC, a rogue BLE device advertising under a cloned device address (BDA matching enrolled patient P-0067's pill dispenser) established a connection with the dispenser's companion app running on a hospital-owned tablet in the pharmacy consultation room. The rogue device passed the GATT service UUID check (UUID 0xA8B3FBE8, cloned from a captured BLE advertisement). The companion app's pairing implementation used 'Just Works' pairing mode (no MITM protection) — a configuration permitted for…",HIPAA.164.312.a.1.j,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,j,The covered entity shall implement a mechanism to encrypt ePHI.,Y,,
INC-025-A__HIPAA.164.312.d.a,INC-025-A,Spoofing-BLE,Spoofing,"Partial breach: patient P-0067's weekly medication schedule (drug names, doses, times) read via GATT by a rogue BLE device exploiting 'Just Works' pairing downgrade. ePHI exposure confirmed. Companion…","At 11:03 UTC, a rogue BLE device advertising under a cloned device address (BDA matching enrolled patient P-0067's pill dispenser) established a connection with the dispenser's companion app running on a hospital-owned tablet in the pharmacy consultation room. The rogue device passed the GATT service UUID check (UUID 0xA8B3FBE8, cloned from a captured BLE advertisement). The companion app's pairing implementation used 'Just Works' pairing mode (no MITM protection) — a configuration permitted for…",HIPAA.164.312.d.a,HIPAA,HIPAA.164.312.d,Person or Entity Authentication — Standard,a,The covered entity shall implement procedures to verify that a person seeking access to ePHI is the one claimed.,Y,,
INC-025-A__HIPAA.164.312.e.1.a,INC-025-A,Spoofing-BLE,Spoofing,"Partial breach: patient P-0067's weekly medication schedule (drug names, doses, times) read via GATT by a rogue BLE device exploiting 'Just Works' pairing downgrade. ePHI exposure confirmed. Companion…","At 11:03 UTC, a rogue BLE device advertising under a cloned device address (BDA matching enrolled patient P-0067's pill dispenser) established a connection with the dispenser's companion app running on a hospital-owned tablet in the pharmacy consultation room. The rogue device passed the GATT service UUID check (UUID 0xA8B3FBE8, cloned from a captured BLE advertisement). The companion app's pairing implementation used 'Just Works' pairing mode (no MITM protection) — a configuration permitted for…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-025-A__HIPAA.164.312.e.1.d,INC-025-A,Spoofing-BLE,Spoofing,"Partial breach: patient P-0067's weekly medication schedule (drug names, doses, times) read via GATT by a rogue BLE device exploiting 'Just Works' pairing downgrade. ePHI exposure confirmed. Companion…","At 11:03 UTC, a rogue BLE device advertising under a cloned device address (BDA matching enrolled patient P-0067's pill dispenser) established a connection with the dispenser's companion app running on a hospital-owned tablet in the pharmacy consultation room. The rogue device passed the GATT service UUID check (UUID 0xA8B3FBE8, cloned from a captured BLE advertisement). The companion app's pairing implementation used 'Just Works' pairing mode (no MITM protection) — a configuration permitted for…",HIPAA.164.312.e.1.d,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,d,The covered entity shall implement a mechanism to encrypt ePHI whenever deemed appropriate.,Y,,
INC-025-A__ISO.9.4.2.a,INC-025-A,Spoofing-BLE,Spoofing,"Partial breach: patient P-0067's weekly medication schedule (drug names, doses, times) read via GATT by a rogue BLE device exploiting 'Just Works' pairing downgrade. ePHI exposure confirmed. Companion…","At 11:03 UTC, a rogue BLE device advertising under a cloned device address (BDA matching enrolled patient P-0067's pill dispenser) established a connection with the dispenser's companion app running on a hospital-owned tablet in the pharmacy consultation room. The rogue device passed the GATT service UUID check (UUID 0xA8B3FBE8, cloned from a captured BLE advertisement). The companion app's pairing implementation used 'Just Works' pairing mode (no MITM protection) — a configuration permitted for…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-025-A__ISO.9.4.2.b,INC-025-A,Spoofing-BLE,Spoofing,"Partial breach: patient P-0067's weekly medication schedule (drug names, doses, times) read via GATT by a rogue BLE device exploiting 'Just Works' pairing downgrade. ePHI exposure confirmed. Companion…","At 11:03 UTC, a rogue BLE device advertising under a cloned device address (BDA matching enrolled patient P-0067's pill dispenser) established a connection with the dispenser's companion app running on a hospital-owned tablet in the pharmacy consultation room. The rogue device passed the GATT service UUID check (UUID 0xA8B3FBE8, cloned from a captured BLE advertisement). The companion app's pairing implementation used 'Just Works' pairing mode (no MITM protection) — a configuration permitted for…",ISO.9.4.2.b,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,b,The organization shall control access to applications by a secure log-on procedure where required.,Y,,
